"Plot Title: MD_e1_7Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349969, SEN S/N: 10349969)","Intensity, Lux (LGR S/N: 10349969, SEN S/N: 10349969)","Coupler Attached (LGR S/N: 10349969)","Host Connected (LGR S/N: 10349969)","Stopped (LGR S/N: 10349969)","End Of File (LGR S/N: 10349969)"
307,06/20/21 04:00:00,8.382,473.6,,,,
308,06/20/21 05:00:00,8.382,1722.2,,,,
309,06/20/21 06:00:00,8.481,2755.6,,,,
310,06/20/21 07:00:00,8.680,12400.1,,,,
311,06/20/21 08:00:00,8.779,11022.3,,,,
312,06/20/21 09:00:00,8.680,10677.8,,,,
313,06/20/21 10:00:00,8.978,17222.3,,,,
314,06/20/21 11:00:00,8.978,10677.8,,,,
315,06/20/21 12:00:00,9.077,11022.3,,,,
316,06/20/21 13:00:00,9.176,14466.8,,,,
317,06/20/21 14:00:00,9.176,9644.5,,,,
318,06/20/21 15:00:00,9.077,6200.0,,,,
319,06/20/21 16:00:00,9.275,12400.1,,,,
320,06/20/21 17:00:00,9.275,9300.1,,,,
321,06/20/21 18:00:00,9.571,19289.0,,,,
322,06/20/21 19:00:00,9.373,6544.5,,,,
323,06/20/21 20:00:00,9.373,5166.7,,,,
324,06/20/21 21:00:00,9.373,3961.1,,,,
325,06/20/21 22:00:00,9.176,1054.9,,,,
326,06/20/21 23:00:00,9.176,473.6,,,,
327,06/21/21 00:00:00,9.077,258.3,,,,
328,06/21/21 01:00:00,9.077,150.7,,,,
329,06/21/21 02:00:00,8.978,183.0,,,,
330,06/21/21 03:00:00,8.978,441.3,,,,
331,06/21/21 04:00:00,8.879,1033.3,,,,
332,06/21/21 05:00:00,8.879,3788.9,,,,
333,06/21/21 06:00:00,8.978,3272.2,,,,
334,06/21/21 07:00:00,8.978,7233.4,,,,
335,06/21/21 08:00:00,9.176,16533.4,,,,
336,06/21/21 09:00:00,9.176,10333.4,,,,
337,06/21/21 10:00:00,9.176,6200.0,,,,
338,06/21/21 11:00:00,9.176,7577.8,,,,
339,06/21/21 12:00:00,9.176,4994.5,,,,
340,06/21/21 13:00:00,9.472,16533.4,,,,
341,06/21/21 14:00:00,9.472,11022.3,,,,
342,06/21/21 15:00:00,9.275,4822.3,,,,
343,06/21/21 16:00:00,9.275,4822.3,,,,
344,06/21/21 17:00:00,9.275,7233.4,,,,
345,06/21/21 18:00:00,9.077,2497.2,,,,
346,06/21/21 19:00:00,8.978,2152.8,,,,
347,06/21/21 20:00:00,8.879,1270.1,,,,
348,06/21/21 21:00:00,8.779,452.1,,,,
349,06/21/21 22:00:00,8.779,279.9,,,,
350,06/21/21 23:00:00,8.680,43.1,,,,
351,06/22/21 00:00:00,8.680,32.3,,,,
352,06/22/21 01:00:00,8.680,21.5,,,,
353,06/22/21 02:00:00,8.581,32.3,,,,
354,06/22/21 03:00:00,8.581,75.3,,,,
355,06/22/21 04:00:00,8.581,387.5,,,,
356,06/22/21 05:00:00,8.581,1194.8,,,,
357,06/22/21 06:00:00,8.581,1980.6,,,,
358,06/22/21 07:00:00,8.581,4305.6,,,,
359,06/22/21 08:00:00,8.680,8611.2,,,,
360,06/22/21 09:00:00,8.680,3961.1,,,,
361,06/22/21 10:00:00,8.581,1894.5,,,,
362,06/22/21 11:00:00,8.779,6544.5,,,,
363,06/22/21 12:00:00,8.879,11022.3,,,,
364,06/22/21 13:00:00,8.978,13089.0,,,,
365,06/22/21 14:00:00,9.176,19977.9,,,,
366,06/22/21 15:00:00,9.571,24800.2,,,,
367,06/22/21 16:00:00,9.472,11022.3,,,,
368,06/22/21 17:00:00,9.571,15155.7,,,,
369,06/22/21 18:00:00,9.571,15155.7,,,,
370,06/22/21 19:00:00,9.176,3616.7,,,,
371,06/22/21 20:00:00,9.176,2583.4,,,,
372,06/22/21 21:00:00,9.077,1119.5,,,,
373,06/22/21 22:00:00,9.077,473.6,,,,
374,06/22/21 23:00:00,8.978,86.1,,,,
375,06/23/21 00:00:00,8.978,183.0,,,,
376,06/23/21 01:00:00,8.779,96.9,,,,
