"Plot Title: MD_e6_5Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Temp)","Intensity, Lux (LGR S/N: 10517215, SEN S/N: 10517215, LBL: Light)","Coupler Attached (LGR S/N: 10517215)","Host Connected (LGR S/N: 10517215)","Coupler Detached (LGR S/N: 10517215)","Stopped (LGR S/N: 10517215)","End Of File (LGR S/N: 10517215)"
416,06/22/21 20:30:00,9.472,1550.0,,,,,
417,06/22/21 21:30:00,8.879,1980.6,,,,,
418,06/22/21 22:30:00,8.779,75.3,,,,,
419,06/22/21 23:30:00,8.978,107.6,,,,,
420,06/23/21 00:30:00,8.879,75.3,,,,,
421,06/23/21 01:30:00,8.879,32.3,,,,,
422,06/23/21 02:30:00,8.779,86.1,,,,,
423,06/23/21 03:30:00,8.481,86.1,,,,,
424,06/23/21 04:30:00,8.382,635.1,,,,,
425,06/23/21 05:30:00,8.382,828.8,,,,,
426,06/23/21 06:30:00,8.481,2755.6,,,,,
427,06/23/21 07:30:00,8.382,2755.6,,,,,
428,06/23/21 08:30:00,8.481,2238.9,,,,,
429,06/23/21 09:30:00,8.481,4994.5,,,,,
430,06/23/21 10:30:00,8.382,2755.6,,,,,
431,06/23/21 11:30:00,8.481,3444.5,,,,,
432,06/23/21 12:30:00,8.481,4822.3,,,,,
433,06/23/21 13:30:00,8.779,8266.7,,,,,
434,06/23/21 14:30:00,8.779,6544.5,,,,,
435,06/23/21 15:30:00,8.680,3100.0,,,,,
436,06/23/21 16:30:00,8.680,4650.0,,,,,
437,06/23/21 17:30:00,8.779,5166.7,,,,,
438,06/23/21 18:30:00,8.879,5511.1,,,,,
439,06/23/21 19:30:00,8.879,3444.5,,,,,
440,06/23/21 20:30:00,8.779,2927.8,,,,,
441,06/23/21 21:30:00,8.680,968.8,,,,,
442,06/23/21 22:30:00,8.680,775.0,,,,,
443,06/23/21 23:30:00,8.680,226.0,,,,,
444,06/24/21 00:30:00,8.581,96.9,,,,,
445,06/24/21 01:30:00,8.382,86.1,,,,,
446,06/24/21 02:30:00,8.382,139.9,,,,,
447,06/24/21 03:30:00,8.282,355.2,,,,,
448,06/24/21 04:30:00,8.282,645.8,,,,,
449,06/24/21 05:30:00,8.082,1054.9,,,,,
450,06/24/21 06:30:00,8.082,1377.8,,,,,
451,06/24/21 07:30:00,8.282,1722.2,,,,,
452,06/24/21 08:30:00,8.481,3444.5,,,,,
453,06/24/21 09:30:00,8.879,2497.2,,,,,
454,06/24/21 10:30:00,9.176,7577.8,,,,,
455,06/24/21 11:30:00,9.373,8611.2,,,,,
456,06/24/21 12:30:00,9.472,17911.2,,,,,
457,06/24/21 13:30:00,9.472,4477.8,,,,,
458,06/24/21 14:30:00,9.571,27555.7,,,,,
459,06/24/21 15:30:00,9.571,37200.2,,,,,
460,06/24/21 16:30:00,9.373,12400.1,,,,,
