Plot Title: JP_Ice_1_21Aug17							
#	"Date Time, GMT+00:00"	"Temp, °C (LGR S/N: 10349962, SEN S/N: 10349962)"	"Intensity, Lux (LGR S/N: 10349962, SEN S/N: 10349962)"	Coupler Attached (LGR S/N: 10349962)	Host Connected (LGR S/N: 10349962)	Stopped (LGR S/N: 10349962)	End Of File (LGR S/N: 10349962)
568	10/8/2017 6:00	5.552	0				
569	10/8/2017 8:00	5.655	0				
570	10/8/2017 10:00	5.655	43.1				
571	10/8/2017 12:00	5.655	86.1				
572	10/8/2017 14:00	5.655	107.6				
573	10/8/2017 16:00	5.757	21.5				
574	10/8/2017 18:00	5.757	0				
575	10/8/2017 20:00	5.757	0				
576	10/8/2017 22:00	5.655	0				
577	10/9/2017 0:00	5.655	0				
578	10/9/2017 2:00	5.655	0				
579	10/9/2017 4:00	5.655	0				
580	10/9/2017 6:00	5.655	0				
581	10/9/2017 8:00	5.552	0				
582	10/9/2017 10:00	5.552	75.3				
583	10/9/2017 12:00	5.552	86.1				
584	10/9/2017 14:00	5.552	53.8				
585	10/9/2017 16:00	5.655	96.9				
586	10/9/2017 18:00	5.655	0				
587	10/9/2017 20:00	5.552	0				
588	10/9/2017 22:00	5.45	0				
589	10/10/2017 0:00	5.45	0				
590	10/10/2017 2:00	5.347	0				
591	10/10/2017 4:00	5.347	0				
592	10/10/2017 6:00	5.244	0				
593	10/10/2017 8:00	5.244	0				
594	10/10/2017 10:00	5.141	96.9				
595	10/10/2017 12:00	5.141	559.7				
596	10/10/2017 14:00	5.141	279.9				
597	10/10/2017 16:00	5.141	204.5				
598	10/10/2017 18:00	5.037	0				
599	10/10/2017 20:00	5.037	0				
600	10/10/2017 22:00	5.141	0				
601	10/11/2017 0:00	5.037	0				
602	10/11/2017 2:00	4.934	0				
603	10/11/2017 4:00	4.934	0				
604	10/11/2017 6:00	4.934	0				
605	10/11/2017 8:00	4.831	0				
606	10/11/2017 10:00	4.934	139.9				
607	10/11/2017 12:00	4.934	96.9				
608	10/11/2017 14:00	4.934	150.7				
609	10/11/2017 16:00	4.934	43.1				
610	10/11/2017 18:00	4.934	0				
611	10/11/2017 20:00	4.934	0				
612	10/11/2017 22:00	4.934	0				
613	10/12/2017 0:00	4.934	0				
614	10/12/2017 2:00	4.934	0				
615	10/12/2017 4:00	4.934	0				
616	10/12/2017 6:00	4.831	0				
617	10/12/2017 8:00	4.831	0				
618	10/12/2017 10:00	4.831	183				
619	10/12/2017 12:00	4.934	527.4				
620	10/12/2017 14:00	4.934	161.5				
621	10/12/2017 16:00	4.934	129.2				
622	10/12/2017 18:00	4.934	0				
623	10/12/2017 20:00	4.934	0				
624	10/12/2017 22:00	4.934	0				
625	10/13/2017 0:00	4.934	0				
626	10/13/2017 2:00	4.934	0				
627	10/13/2017 4:00	4.934	0				
628	10/13/2017 6:00	4.831	0				
